School ID,Name of School,"Elementary, Middle, or High School",ZIP Code,Adequate Yearly Progress Made? ,Track Schedule,CPS Performance Policy Status,CPS Performance Policy Level,Healthy Schools Certified?,Safety Icon ,Safety Score,Family Involvement Icon,Family Involvement Score,Environment Icon ,Environment Score,Instruction Icon ,Instruction Score,Leaders Icon ,Leaders Score ,Teachers Icon ,Teachers Score,Parent Engagement Icon ,Parent Engagement Score,Parent Environment Icon,Parent Environment Score,Average Student Attendance,Rate of Misconducts (per 100 students) ,Average Teacher Attendance,Individualized Education Program Compliance Rate ,Pk-2 Literacy %,Pk-2 Math %,Gr3-5 Grade Level Math %,Gr3-5 Grade Level Read % ,Gr3-5 Keep Pace Read %,Gr3-5 Keep Pace Math %,Gr6-8 Grade Level Math %,Gr6-8 Grade Level Read %,Gr6-8 Keep Pace Math%,Gr6-8 Keep Pace Read %,Gr-8 Explore Math %,Gr-8 Explore Read %,ISAT Exceeding Math %,ISAT Exceeding Reading % ,ISAT Value Add Math,ISAT Value Add Read,ISAT Value Add Color Math,ISAT Value Add Color Read,Students Taking  Algebra %,Students Passing  Algebra %,9th Grade EXPLORE (2009) ,9th Grade EXPLORE (2010) ,10th Grade PLAN (2009) ,10th Grade PLAN (2010) ,Net Change EXPLORE and PLAN,11th Grade Average ACT (2011) ,Net Change PLAN and ACT,College Eligibility %,Graduation Rate %,College Enrollment Rate %,College Enrollment (number of students) ,General Services Route ,Freshman on Track Rate %,Community Area Number,Community Area Name
610082,Mount Greenwood Elementary School,ES,60655,Yes,Standard,Not on Probation,Level 1,No,Very Strong,84,NDA,NDA,Average,58,Weak,38,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,96.00%,2.9,96.10%,98.50%,85.8,NDA,64.6,71.2,66.9,63.1,72,71.6,63.1,51.6,41.3,65.3,39.5,39.2,-0.1,0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,909,49,NDA,74,MOUNT GREENWOOD
610086,Mount Vernon Elementary School,ES,60643,No,Track_E,Not on Probation,Level 2,No,Weak,31,Weak,26,Average,42,Average,44,Very Weak,14,Very Weak,19,Average,47,Average,52,93.30%,76.6,94.10%,100.00%,41.2,36.5,18.8,17.1,37.5,52.5,29.3,40.5,74.5,75,0,4.3,14.6,9.8,1,0.7,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,290,49,NDA,73,WASHINGTON HEIGHTS
609806,Myra Bradwell Communications Arts & Sciences Elementary School,ES,60649,No,Standard,Probation,Level 3,No,Weak,31,Weak,35,Average,41,Average,50,Average,52,Average,54,Average,49,Strong,54,92.10%,75.9,96.40%,100.00%,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1.4,10.8,6.3,4.3,1.2,-1.2,Green,Red,NDA,NDA,11.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,775,46,NDA,43,SOUTH SHORE
609952,Nathanael Greene Elementary School,ES,60609,No,Track_E,Not on Probation,Level 2,Yes,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Average,48,Strong,54,95.50%,3.8,96.20%,98.60%,NDA,NDA,43.2,44.7,58.3,49.7,NDA,NDA,NDA,NDA,NDA,NDA,23.2,20.2,-1.2,0.2,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,631,39,NDA,59,MCKINLEY PARK
609960,Nathan Hale Elementary School,ES,60638,Yes,Standard,Not on Probation,Level 2,No,Average,55,Strong,63,Average,51,Average,56,Strong,75,Strong,65,Strong,55,Average,52,94.50%,9.8,96.20%,96.50%,53.8,34.4,43.3,49,55.2,56.2,35.1,54.6,53.6,55.1,12.5,29.5,19.3,15.6,-0.5,0.4,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,872,44,NDA,64,CLEARING
610134,Nathaniel Pope Elementary School,ES,60623,No,Track_E,Probation,Level 3,No,Average,48,NDA,NDA,Strong,73,Very Strong,83,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,91.60%,54.2,95.80%,93.50%,50,NDA,19.3,17.6,40,60.9,33.3,21.9,64.8,70.2,0,10.5,4.5,6.8,0.2,-0.6,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,200,37,NDA,29,NORTH LAWNDALE
610348,Nathan R Goldblatt Elementary School,ES,60624,No,Track_E,Probation,Level 3,No,Average,49,NDA,NDA,Very Strong,80,Very Strong,99,NDA,NDA,NDA,NDA,Average,53,Strong,58,92.90%,57.7,95.60%,100.00%,66.7,56,44.7,17.2,56.8,69.3,55.1,23.5,67.7,31.3,NDA,NDA,11.7,7.5,0.7,-1.1,Green,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,268,36,NDA,26,WEST GARFIELD PARK
609876,Nathan S Davis Elementary School,ES,60632,No,Standard,Not on Probation,Level 1,No,Average,43,NDA,NDA,Average,41,Average,46,NDA,NDA,NDA,NDA,Average,48,Average,50,95.10%,2.4,95.90%,94.00%,42.1,NDA,35.4,20.7,44.4,55.3,39.2,24.3,61.4,48.2,18.6,26.7,16.2,9.2,0.5,1,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1032,39,NDA,58,BRIGHTON PARK
610231,National Teachers Elementary Academy,ES,60616,No,Track_E,Not on Probation,Level 1,No,Strong,67,Strong,70,Strong,65,Strong,60,Average,59,Average,46,Strong,56,Strong,61,94.70%,9.2,96.30%,100.00%,56.8,36.7,45.6,48.5,62.5,70.4,25.6,42.9,57.8,61.5,10,10,16.5,12.7,0.4,1.1,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,446,40,NDA,33,NEAR SOUTH SIDE
610085,Near North Elementary School,ES,60642,NDA,Standard,Not Applicable,Level 3,No,Average,50,NDA,NDA,Weak,27,Weak,23,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,80.20%,58.3,94.80%,98.10%,NDA,NDA,0,0,41.2,21.7,0,3.8,39.6,31.3,0,0,1.3,0,-1.8,-1.6,Red,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,91,35,NDA,24,WEST TOWN
610284,New Field Elementary School,ES,60626,No,Standard,Not on Probation,Level 2,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Average,51,Strong,56,96.20%,3.1,95.60%,99.00%,74.2,52.7,32.1,25.2,40.4,55.9,NDA,NDA,NDA,NDA,NDA,NDA,23.2,10.9,,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,696,32,NDA,1,ROGERS PARK
609792,Newton Bateman Elementary School,ES,60618,No,Standard,Not on Probation,Level 2,No,Average,55,Weak,36,Average,50,Average,47,Weak,25,Weak,34,Average,52,Average,52,96.20%,0.2,96.70%,99.10%,68,33.4,35.8,36.6,54.2,49.6,52.6,47.1,65.1,57.6,12.5,34.5,21.7,16.1,-0.8,-0.1,Red,Yellow,27.4,67.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1015,31,NDA,16,IRVING PARK
609793,Nicholson Technology Academy,ES,60621,No,Track_E,Not on Probation,Level 2,No,Average,48,Weak,37,Strong,74,Strong,73,Average,42,Weak,39,NDA,NDA,NDA,NDA,93.40%,6,97.00%,100.00%,NDA,NDA,39.1,18.6,54.1,58.5,64.3,34.5,69.4,56.7,21.2,21.2,22.6,8.9,1.9,-0.2,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,464,45,NDA,68,ENGLEWOOD
609961,Ninos Heroes Elementary Academic Center,ES,60617,No,Track_E,Probation,Level 2,No,Weak,36,NDA,NDA,Strong,61,Average,55,NDA,NDA,NDA,NDA,Average,48,Average,49,93.90%,25.9,95.00%,100.00%,52.5,35.7,33.9,28.1,52.8,62.1,44.2,27.9,66.3,59.5,3.6,16.4,14.7,9.4,0.9,0.5,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,435,47,NDA,46,SOUTH CHICAGO
609810,Norman A Bridge Elementary School,ES,60634,No,Standard,Not on Probation,Level 2,No,Strong,67,NDA,NDA,Average,49,Weak,35,NDA,NDA,NDA,NDA,Average,51,Average,48,95.60%,6.6,96.60%,98.40%,73,43,56.5,45.8,55.9,74,NDA,NDA,NDA,NDA,33,38.6,27.8,18.9,-0.3,-0.9,Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1004,30,NDA,17,DUNNING
610354,North River Elementary School,ES,60625,No,Standard,Not on Probation,Level 2,No,Strong,67,Strong,60,Average,53,Average,51,Average,47,Average,47,Average,50,Average,51,95.60%,20.1,96.00%,100.00%,46.2,55.8,47.9,39.4,56.3,64.1,27.8,35.1,35.7,54.9,22.2,40.7,19.6,13.7,-0.2,-0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,359,31,NDA,14,ALBANY PARK
610099,Norwood Park Elementary School,ES,60631,Yes,Standard,Not on Probation,Level 1,No,Very Strong,99,Very Strong,86,Strong,69,Strong,68,Weak,31,Weak,32,Strong,57,Average,52,95.50%,0.3,95.60%,100.00%,75.2,57.8,69.3,65.8,56.3,52.7,90.3,77.7,57.3,61.2,64.1,69.2,50.5,39,-1.8,-0.9,Red,Red,94.7,69.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,359,30,NDA,10,NORWOOD PARK
610201,Ole A Thorp Elementary Scholastic Academy,ES,60634,No,Standard,Not on Probation,Level 1,No,Strong,70,Strong,61,Average,47,Average,40,Average,47,Average,57,Average,50,Average,50,96.40%,25.8,95.80%,100.00%,80.6,62.3,62.3,65,56.8,55.9,73.9,66.5,64.8,61.5,46.8,58.5,48.8,38.7,0.8,-0.5,Green,Yellow,33.7,100,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,834,30,NDA,17,DUNNING
610300,Oliver S Westcott Elementary School,ES,60620,No,Track_E,Probation,Level 2,No,Weak,30,Average,41,Average,48,Average,54,Average,47,Average,47,Weak,46,Average,48,92.60%,31.5,94.80%,100.00%,NDA,14.7,36.4,27.9,50.4,48.5,27.9,31.3,43.5,51.5,6,20,7,6,0.3,0.5,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,413,45,NDA,44,CHATHAM
609997,Oliver Wendell Holmes Elementary School,ES,60621,No,Track_E,Probation,Level 3,No,Weak,21,NDA,NDA,Weak,23,Average,41,NDA,NDA,NDA,NDA,Average,48,Average,48,87.00%,139.8,92.40%,97.90%,40,30.5,17.7,8,28.8,33.1,20.8,8.8,41.8,20.2,3.1,9.4,5,3,-0.8,-2.3,Red,Red,9.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,334,45,NDA,68,ENGLEWOOD
610105,Oriole Park Elementary School,ES,60656,No,Standard,Not on Probation,Level 1,No,Very Strong,99,NDA,NDA,Very Strong,88,Strong,71,NDA,NDA,NDA,NDA,Strong,60,Weak,46,96.50%,2.3,95.50%,98.40%,84.4,NDA,86,78.1,59.6,77.5,91.4,85.1,81.1,67,69.6,72.9,75.1,54.7,1.1,-0.2,Green,Yellow,87.1,53.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,648,30,NDA,10,NORWOOD PARK
610329,Orozco Fine Arts & Sciences Elementary School,ES,60608,No,Standard,Not on Probation,Level 1,No,Average,55,NDA,NDA,Weak,34,Average,44,NDA,NDA,NDA,NDA,Average,50,Average,53,97.60%,1.4,96.40%,100.00%,92.9,78.6,82.8,67,73.9,77,50.1,45,51,52,18.8,33.8,30.2,17.4,-0.6,-0.1,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,636,39,NDA,31,LOWER WEST SIDE
609811,Orville T Bright Elementary School,ES,60617,No,Standard,Probation,Level 3,No,Very Weak,18,NDA,NDA,Weak,28,Weak,27,NDA,NDA,NDA,NDA,Weak,41,Weak,42,92.20%,55.7,95.30%,100.00%,50.5,19,30.4,28.2,65.1,64.8,35.8,32.3,74.1,61.3,0,17.9,8.2,5.9,2.4,0.6,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,361,47,NDA,51,SOUTH DEERING
610367,Oscar DePriest Elementary School,ES,60644,No,Track_E,Probation,Level 2,No,Weak,35,Weak,39,Average,47,Average,53,Average,51,Weak,39,Average,47,Strong,54,92.70%,20,95.60%,94.10%,66.4,62,26.8,18.4,42.9,43.2,35.8,45.9,78.2,76.9,0,9.1,4.8,9.8,0.9,2.3,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,524,36,NDA,25,AUSTIN
610059,Oscar F Mayer Elementary School,ES,60614,No,Standard,Not on Probation,Level 2,No,Strong,67,NDA,NDA,Weak,35,Average,46,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.00%,11.4,95.20%,100.00%,79.6,NDA,47.9,36.8,53.1,59.8,26.9,37.4,37.8,46.8,16.4,32.7,18.1,17,-0.6,0.1,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,605,33,NDA,7,LINCOLN PARK
610021,Pablo Casals Elementary School,ES,60651,No,Track_E,Probation,Level 3,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Weak,42,Weak,43,92.00%,47.1,95.90%,97.20%,45.1,32.1,23.6,14.6,46.7,39.7,24.6,25.8,45.4,67.2,8.2,18.4,9.6,5,-1.1,-0.3,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,505,34,NDA,23,HUMBOLDT PARK
610115,Park Manor Elementary School,ES,60637,No,Track_E,Probation,Level 3,No,Weak,28,Average,42,Average,42,Average,48,Strong,69,Strong,67,Strong,55,Strong,54,94.90%,16.6,96.30%,100.00%,NDA,NDA,17.6,16,43.3,45.3,28.9,26.5,75,66.2,3.6,3.6,6.2,5.7,1.7,1.2,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,352,46,NDA,69,GREATER GRAND CROSSING
610116,Parkside Elementary Community Academy,ES,60649,No,Track_E,Probation,Level 3,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Weak,42,Weak,43,89.80%,90.7,94.90%,100.00%,57.3,33.6,17.3,7.8,45.2,44,19,22.6,41.7,53.3,9.5,4.8,5.6,3.5,-0.2,-0.1,Yellow,Yellow,NDA,NDA,11.5,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,348,46,NDA,43,SOUTH SHORE
609988,Patrick Henry Elementary School,ES,60618,No,Standard,Not on Probation,Level 1,No,Average,45,Average,56,Average,46,Average,43,Strong,68,Average,45,Average,52,Average,49,95.10%,4.3,95.90%,100.00%,56.6,35.5,42.1,38.1,68.2,61.3,30.4,48.2,44.6,75,NDA,NDA,12.5,12.3,0.6,1,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,650,31,NDA,16,IRVING PARK
610003,Paul Cuffe Math-Science Technology Academy Elementary School,ES,60620,No,Track_E,Probation,Level 3,No,Average,51,Strong,60,Average,45,Average,54,Strong,66,Very Strong,83,Average,48,Average,51,93.60%,46.9,95.40%,98.50%,72.4,72.1,44.3,44.9,63,68.8,54.2,44.3,54.8,52.4,23.1,40,20.6,15.6,-0.5,-1.1,Red,Red,28.8,21.1,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,512,45,NDA,71,AUBURN GRESHAM
610146,Paul Revere Elementary School,ES,60619,No,Track_E,Probation,Level 3,No,Weak,36,NDA,NDA,Average,42,Average,56,NDA,NDA,NDA,NDA,Average,49,Average,47,92.40%,33.3,94.60%,89.30%,46.5,38.4,10.7,16.4,55,49.1,15.7,25.7,50.6,61.1,6.7,16.7,3.5,3.4,-2.4,-0.4,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,320,46,NDA,69,GREATER GRAND CROSSING
609791,Perkins Bass Elementary School,ES,60621,No,Track_E,Probation,Level 3,No,Weak,28,Average,50,Average,47,Average,57,Average,52,Average,42,Average,47,Average,49,92.10%,28.9,96.40%,100.00%,61.7,42.2,15.5,15.9,45.3,31.5,23.9,18.6,53.6,38.8,7.3,11.9,5,6,-0.1,0.9,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,369,45,NDA,68,ENGLEWOOD
610145,Peter A Reinberg Elementary School,ES,60634,No,Standard,Not on Probation,Level 1,No,Strong,60,Average,51,Weak,35,Weak,30,Strong,60,Average,54,Average,47,Weak,45,95.80%,8.2,95.70%,99.50%,70.9,46.3,50.6,39.6,51.3,66,45,39.1,56.3,49.6,19.8,25.7,24,14.7,-0.3,0.5,Yellow,Yellow,25,80.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,832,30,NDA,15,PORTAGE PARK
609867,Peter Cooper Elementary Dual Language Academy,ES,60608,No,Standard,Not on Probation,Level 2,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,96.20%,5.7,96.30%,100.00%,62.7,28.7,37.1,26.1,43.5,44.6,NDA,NDA,NDA,NDA,NDA,NDA,9.6,10.7,0.5,1.3,Yellow,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,709,39,NDA,31,LOWER WEST SIDE
610147,Philip Rogers Elementary School,ES,60645,No,Standard,Not on Probation,Level 1,No,Very Strong,81,Strong,76,Strong,68,Strong,62,Strong,75,Strong,64,Average,53,Average,51,96.40%,3,95.10%,100.00%,77.3,50.9,49.8,47.2,60.9,61.9,73,52.7,75.1,53.6,37.3,52.5,34.3,28.3,0.7,0.7,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,735,32,NDA,2,WEST RIDGE
609777,Phillip D Armour Elementary School,ES,60608,No,Standard,Probation,Level 2,No,Weak,36,NDA,NDA,Weak,34,Very Weak,14,NDA,NDA,NDA,NDA,Average,53,Average,51,93.90%,16,95.80%,98.00%,67.7,26.5,16.5,24,37.8,43.6,29.8,24,51.5,44.9,3.8,11.5,10.1,8.7,-0.5,0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,365,40,NDA,60,BRIDGEPORT
610090,Phillip Murray Elementary Language Academy,ES,60615,Yes,Standard,Not on Probation,Level 2,No,Strong,66,NDA,NDA,Weak,34,Weak,37,NDA,NDA,NDA,NDA,Strong,56,Average,53,95.60%,3.5,95.90%,100.00%,70.2,NDA,66.9,67.4,55.1,61.8,43.6,58,53,42,NDA,NDA,35,36,-0.4,0.1,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,533,46,NDA,41,HYDE PARK
609981,Phobe Apperson Hearst Elementary School,ES,60638,No,Track_E,Probation,Level 3,No,Weak,33,NDA,NDA,Weak,31,Weak,27,NDA,NDA,NDA,NDA,Weak,45,Weak,44,92.10%,25.5,95.80%,97.90%,52.2,48.8,14.9,10.7,29.7,40,29.5,22.2,50,47.1,7.1,10.7,4.9,6.7,-0.2,-1.6,Yellow,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,364,44,NDA,56,GARFIELD RIDGE
610013,Pilsen Elementary Community Academy,ES,60608,No,Standard,Not on Probation,Level 1,No,Average,43,Average,40,Average,49,Average,55,Very Weak,16,Weak,37,NDA,NDA,NDA,NDA,96.00%,9.4,96.70%,100.00%,58.1,36.1,23.7,19.4,46.3,46.7,35.7,33.3,50,51.2,NDA,NDA,18,12.8,-1,0.3,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,447,39,NDA,31,LOWER WEST SIDE
610135,Portage Park Elementary School,ES,60641,No,Standard,Not on Probation,Level 2,No,Strong,62,NDA,NDA,Average,46,Weak,32,NDA,NDA,NDA,NDA,Average,48,Average,53,94.20%,3.7,95.90%,100.00%,67.3,33.8,53.7,41.6,45.9,61.1,62.8,55.3,51.2,44.1,27.1,37.4,22.9,21.1,-0.2,0.8,Yellow,Green,22,66.7,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1139,30,NDA,15,PORTAGE PARK
610138,Pulaski International Academy Elmentary School,ES,60647,No,Standard,Not on Probation,Level 1,No,Strong,68,Average,45,Average,54,Average,57,Weak,26,Weak,23,Average,47,Average,47,96.10%,1.7,96.20%,100.00%,75.2,48.5,38.3,38.5,54.5,58.3,56.7,46,71.1,56.7,33.3,44,24.2,19.4,0.5,1.2,Green,Green,37.3,53.3,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,864,35,NDA,22,LOGAN SQUARE
609842,Rachel Carson Elementary School,ES,60629,No,Track_E,Not on Probation,Level 2,No,Weak,38,Weak,36,Average,45,Average,56,Weak,26,Weak,36,Average,50,Average,51,97.60%,3.9,97.70%,100.00%,68.5,NDA,44,35,63.2,75.8,40.8,45.5,59.8,59.5,18.1,24.4,19.4,12.2,-0.4,0.2,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1222,43,NDA,63,GAGE PARK
609902,Ralph H Metcalfe Elementary Community Academy,ES,60628,No,Track_E,Probation,Level 3,No,NDA,,NDA,NDA,NDA,,NDA,,NDA,NDA,NDA,NDA,Average,48,Average,50,94.90%,22.3,95.50%,100.00%,43.2,20.9,27.5,26.2,47.3,42.7,51.1,34.6,60.5,57.6,13.6,40.7,18.2,12.6,-0.7,-0.3,Red,Yellow,24.6,84.6,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,489,48,NDA,53,WEST PULLMAN
610141,Ravenswood Elementary School,ES,60613,No,Standard,Not on Probation,Level 2,No,Average,46,NDA,NDA,Average,42,Average,41,NDA,NDA,NDA,NDA,Average,53,Weak,44,94.90%,8.1,95.70%,100.00%,78.7,NDA,46.9,45.9,62.2,74.5,39.8,51.9,67.6,59.4,4.3,34.8,18.9,13.7,-0.4,-0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,465,33,NDA,6,LAKE VIEW
609903,Richard Edwards Elementary School,ES,60632,No,Track_E,Not on Probation,Level 2,No,Average,48,Average,48,Weak,38,Average,41,Average,49,Average,49,Average,49,Average,47,95.30%,10.3,96.80%,96.10%,73.3,42.8,46.5,26.3,52.2,62.5,32.7,27.6,44.1,50.8,11,28.4,17.6,11.4,-0.7,-0.1,Red,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1503,44,NDA,57,ARCHER HEIGHTS
610291,Richard Henry Lee Elementary School,ES,60629,No,Track_E,Not on Probation,Level 2,No,Average,59,NDA,NDA,Average,46,Weak,35,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,95.00%,21.8,95.30%,96.10%,55.7,29.4,46.9,28.5,51.2,60.6,56.3,30.7,60.1,43.7,30.1,22.1,15.6,7.6,0,-0.3,Yellow,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,832,44,NDA,65,WEST LAWN
610239,Richard J Daley Elementary Academy,ES,60609,No,Track_E,Not on Probation,Level 2,No,Weak,29,Average,40,Weak,37,Average,46,Average,50,Average,42,Weak,46,Average,47,94.90%,44.2,96.00%,98.40%,50.8,26.4,36.5,13.3,52.6,63.9,43.4,25.5,70.4,55.6,16.7,5.6,14.4,5.3,1,0.5,Green,Yellow,13.2,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,797,42,NDA,61,NEW CITY
610102,Richard J Oglesby Elementary School,ES,60620,No,Track_E,Probation,Level 3,No,Average,44,Average,40,Average,49,Average,49,Average,43,Weak,32,Weak,46,Weak,46,94.40%,25.4,96.90%,100.00%,NDA,NDA,26.9,18.8,46.4,48.2,32.5,30.7,58.1,56.7,14.3,22.9,5.1,7.5,0.7,0.3,Green,Yellow,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,402,45,NDA,71,AUBURN GRESHAM
610234,Richard Yates Elementary School,ES,60647,No,Track_E,Probation,Level 3,No,Average,42,NDA,NDA,Strong,66,Strong,73,NDA,NDA,NDA,NDA,Average,51,Strong,55,93.70%,5.6,96.20%,98.60%,60.4,55.8,41.3,18,42.9,53.5,42.2,20.2,41.3,51.7,21.8,9.1,15.2,5.4,-0.2,-1,Yellow,Red,28.6,77.8,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,690,34,NDA,22,LOGAN SQUARE
610350,Robert A Black Magnet Elementary School,ES,60619,Yes,Standard,Not on Probation,Level 1,No,Strong,68,NDA,NDA,Strong,63,Average,58,NDA,NDA,NDA,NDA,Strong,55,Weak,46,96.00%,0.4,93.70%,100.00%,NDA,NDA,46.1,59.9,61.7,73.1,37.4,58.4,54,55.4,18.5,33.3,20.1,21,0,0,Yellow,Yellow,20.4,36.4,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,474,47,NDA,48,CALUMET HEIGHTS
609906,Robert Emmet Elementary School,ES,60644,No,Track_E,Not on Probation,Level 2,No,Weak,37,NDA,NDA,Strong,64,Strong,71,NDA,NDA,NDA,NDA,Average,51,Strong,54,89.80%,30.1,94.80%,100.00%,68.1,67.4,28.8,17,48,67.3,15.1,27.4,56.9,63.4,8.9,20,12.9,13.3,1,1.2,Green,Green,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,460,36,NDA,25,AUSTIN
609929,Robert Fulton Elementary School,ES,60609,No,Track_E,Probation,Level 2,No,Average,46,Average,41,Strong,63,Strong,63,Average,53,Weak,39,Weak,45,Average,49,95.10%,10.1,96.80%,100.00%,40.7,NDA,17.9,10.3,41.2,40.9,50.4,7.9,70.8,49.6,10.6,6.4,9.6,1.1,0.9,-0.9,Green,Red,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,466,43,NDA,61,NEW CITY
609979,Robert Healy Elementary School,ES,60616,No,Standard,Not on Probation,Level 1,No,Strong,63,NDA,NDA,Average,54,Weak,36,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,96.60%,11.3,97.10%,99.10%,84,NDA,72.1,62.8,63.4,80,64.3,68.5,61.4,69.3,38.6,52.9,45.1,29.9,-0.3,0.6,Yellow,Green,18.9,80,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,NDA,1384,40,NDA,60,BRIDGEPORT
